_id,latest_count_id,latest_count_date,location_name,longitude,latitude,centreline_type,centreline_id,px,count_duration,total_vehicle,total_bike,total_heavy_pct,total_pedestrian,am_peak_start,am_peak_vehicle,am_peak_bike,am_peak_heavy_pct,pm_peak_start,pm_peak_vehicle,pm_peak_bike,pm_peak_heavy_pct,n_appr_vehicle,n_appr_bike,n_appr_heavy_pct,e_appr_vehicle,e_appr_bike,e_appr_heavy_pct,s_appr_vehicle,s_appr_bike,s_appr_heavy_pct,w_appr_vehicle,w_appr_bike,w_appr_heavy_pct
1612,110320,7/11/2024,Eglinton Ave W / Old Park Rd,-79.43101807,43.69983014,2,13458248,,14,26503,251,0.043,2921,2024-07-11T07:45:00,2108,13,0.05,2024-07-11T17:45:00,2011,26,0.026,1566,36,0.021,13051,74,0.046,2990,72,0.013,8896,69,0.053
1613,110255,7/9/2024,Keele St / Avon Dr,-79.47435908,43.68851887,2,13460413,,14,18104,260,0.046,699,2024-07-09T08:00:00,1366,12,0.048,2024-07-09T17:15:00,1636,34,0.023,9873,107,0.049,211,5,0.019,7570,137,0.046,450,11,0.009
1614,110288,7/9/2024,Sumach St / Shuter St,-79.35950522,43.65830138,2,30026352,2627,14,5216,2478,0.03,3374,2024-07-09T08:30:00,455,280,0.04,2024-07-09T17:15:00,531,342,0.023,1084,399,0.038,1531,814,0.022,11,368,0,2590,897,0.031
1615,110285,7/9/2024,Strathcona Ave / Jones Ave,-79.33885291,43.67684267,2,13462203,5402,14,7846,650,0.03,1374,2024-07-09T08:30:00,670,62,0.036,2024-07-09T16:30:00,790,68,0.018,3720,281,0.034,410,101,0.01,3425,183,0.029,291,85,0.021
1616,110284,7/9/2024,Gerrard St E / Parliament St (South),-79.36701374,43.6619448,2,13464785,249,14,18435,1740,0.035,5726,2024-07-09T08:15:00,1431,154,0.041,2024-07-09T17:00:00,1690,253,0.022,4346,339,0.048,5039,494,0.023,4148,382,0.052,4902,525,0.021
1617,110283,7/9/2024,Gerrard St E / Ontario St,-79.36971727,43.66178104,2,13464815,1019,14,9540,1544,0.025,2493,2024-07-09T08:45:00,727,113,0.028,2024-07-09T15:30:00,779,105,0.01,16,75,0.063,4577,736,0.025,8,102,0,4939,631,0.024
1618,110259,7/9/2024,Danforth Ave / Kenworthy Ave,-79.28387777,43.6922181,2,13459262,,14,18133,654,0.033,1878,2024-07-09T08:15:00,1349,30,0.041,2024-07-09T17:00:00,1555,67,0.017,25,0,0.08,9263,364,0.031,187,2,0.037,8658,288,0.035
1619,110258,7/9/2024,Victoria Park Ave / Wakehood St,-79.28792431,43.69017928,2,13459651,,14,21419,416,0.029,1282,2024-07-09T08:30:00,1433,31,0.038,2024-07-09T17:00:00,2264,39,0.013,8605,183,0.033,374,16,0.008,9563,187,0.029,2877,30,0.02
1620,110248,7/3/2024,Markham Rd / Greencedar Crct / Greencrest Crct,-79.22470931,43.75784096,2,13448822,704,14,22829,162,0.03,2566,2024-07-03T08:30:00,1367,5,0.04,2024-07-03T17:00:00,2357,19,0.018,8559,46,0.036,2597,32,0.007,9350,45,0.033,2323,39,0.019
1621,110256,7/3/2024,Sewells Rd / Steeles Ave E,-79.20929595,43.84620382,2,13441587,,14,16914,2,0.021,2,2024-07-03T07:15:00,1659,0,0.026,2024-07-03T16:30:00,1439,0,0.014,0,0,0,8750,0,0.022,1622,1,0.013,6542,1,0.023
1622,110249,7/3/2024,Markham Rd / Greenbrae Crct / Greenholm Crct,-79.22625286,43.76220115,2,13448232,1419,14,26547,168,0.032,2212,2024-07-03T09:15:00,1661,10,0.039,2024-07-03T17:00:00,2648,28,0.019,12255,52,0.033,1927,18,0.015,10931,68,0.037,1434,30,0.01
1623,110207,6/25/2024,Royal York Rd / Valiant Rd,-79.51511637,43.65584773,2,13466089,,14,17386,355,0.031,138,2024-06-25T08:00:00,1448,42,0.033,2024-06-25T17:00:00,1626,31,0.016,9334,196,0.029,0,0,0,7689,150,0.034,363,9,0.019
1624,110218,6/25/2024,Brunswick Ave / Lowther Ave,-79.40830326,43.66803656,2,13463884,,14,1534,843,0.036,619,2024-06-25T08:00:00,126,101,0.04,2024-06-25T15:15:00,173,53,0.012,1010,492,0.038,510,137,0.033,14,214,0,0,0,0
1625,110225,6/25/2024,Sorauren Ave / Fern Ave,-79.44318752,43.64559134,2,13467590,,14,2901,755,0.016,2089,2024-06-25T08:15:00,241,69,0.017,2024-06-25T17:00:00,306,97,0.007,837,248,0.022,705,125,0.01,1356,345,0.015,3,37,0
1626,110240,6/25/2024,Edward St / Elizabeth St,-79.3854788,43.65611495,2,13465768,,14,7026,799,0.033,4341,2024-06-25T08:30:00,520,73,0.042,2024-06-25T16:30:00,714,95,0.014,2228,307,0.042,2269,181,0.025,68,131,0.015,2461,180,0.033
1627,110226,6/25/2024,Fern Ave / Roncesvalles Ave,-79.44837136,43.64455264,2,13467723,5560,14,8245,1242,0.025,7049,2024-06-25T08:15:00,695,93,0.037,2024-06-25T16:30:00,748,135,0.007,3696,549,0.026,895,125,0.015,3651,563,0.026,3,5,0
1628,110229,6/25/2024,Bloor St W / Dorval Rd,-79.45425963,43.65593966,2,13465944,,14,14676,1823,0.027,2732,2024-06-25T07:30:00,1064,137,0.047,2024-06-25T16:45:00,1251,218,0.015,672,63,0.021,6599,806,0.026,23,3,0,7382,951,0.028
1629,110233,6/25/2024,Rusholme Rd / Dewson St,-79.42913181,43.65581254,2,13465908,,14,1282,758,0.023,1508,2024-06-25T09:00:00,112,49,0.027,2024-06-25T17:00:00,144,83,0.007,613,98,0.018,608,299,0.028,2,85,0.5,59,276,0.017
1630,110232,6/25/2024,Hepbourne St / Havelock St,-79.43154712,43.65833443,2,13465495,,14,1082,583,0.021,1068,2024-06-25T09:00:00,70,37,0,2024-06-25T15:00:00,128,55,0,18,170,0,588,151,0.019,476,260,0.025,0,2,0
1631,110217,6/25/2024,Bryn Rd / Gracefield Ave,-79.48257728,43.71140805,2,13456520,,14,2039,24,0.026,253,2024-06-25T08:00:00,291,3,0.038,2024-06-25T17:15:00,276,5,0.004,0,0,0,832,3,0.018,383,5,0.026,824,16,0.033
1632,110234,6/25/2024,Dupont St / Bartlett Ave,-79.43642105,43.66893629,2,13463794,2649,14,18860,713,0.03,1221,2024-06-25T07:45:00,1550,48,0.047,2024-06-25T16:30:00,1589,63,0.007,403,191,0.037,8593,157,0.03,378,163,0.034,9486,202,0.029
1633,110237,6/25/2024,Gladstone Ave / Dundas St W,-79.42981613,43.64958567,2,13466900,2264,14,13377,1715,0.025,4750,2024-06-25T07:45:00,1061,139,0.032,2024-06-25T17:00:00,1247,168,0.004,273,98,0.037,6150,705,0.024,20,154,0.15,6934,758,0.024
1634,110239,6/25/2024,Gladstone Ave / Sylvan Ave / Dufferin Grove Park Trl,-79.43186497,43.65497066,2,13466051,,14,435,598,0.014,1820,2024-06-25T08:30:00,37,57,0.027,2024-06-25T17:00:00,52,68,0.019,43,159,0,23,161,0,91,179,0.022,278,99,0.014
1635,110236,6/25/2024,Gladstone Ave / Lindsey Ave,-79.43144742,43.65390728,2,13466208,,14,410,558,0.017,870,2024-06-25T09:00:00,30,37,0.067,2024-06-25T14:00:00,45,31,0.022,5,224,0,4,61,0.25,318,159,0.009,83,114,0.036
1636,110238,6/25/2024,Dovercourt Rd / Dewson St,-79.42739327,43.65618294,2,13465850,1642,14,8339,1171,0.016,2109,2024-06-25T08:15:00,721,143,0.021,2024-06-25T17:15:00,777,143,0.005,2971,261,0.015,856,289,0.018,4194,300,0.017,318,321,0.016
1637,110008,6/20/2024,Bremner Blvd / Navy Wharf Crt,-79.39149535,43.64074619,2,13468106,2096,14,11591,913,0.039,5895,2024-06-20T08:15:00,986,83,0.051,2024-06-20T18:45:00,871,95,0.008,3535,155,0.034,3214,288,0.055,1103,120,0.025,3739,350,0.034
1638,109946,6/19/2024,Carlton St / Parliament St (South),-79.36798185,43.66428591,2,13464403,250,14,14499,1483,0.044,6859,2024-06-19T08:00:00,1227,91,0.042,2024-06-19T16:15:00,1247,154,0.022,6456,584,0.041,0,12,0,4231,432,0.057,3812,455,0.035
1639,109903,6/19/2024,Richmond St E / Sherbourne St,-79.3691201,43.65338492,2,13466150,256,14,19003,3716,0.049,6690,2024-06-19T07:15:00,1398,257,0.064,2024-06-19T16:00:00,1630,300,0.027,2173,1601,0.11,14396,807,0.035,2434,1261,0.077,0,47,0
1640,109864,6/19/2024,Gardiner Expy / Lower Jarvis Gardiner Expy Ramp / Parliament St,-79.36104306,43.64773898,2,13467054,209,14,35420,571,0.102,1546,2024-06-19T08:15:00,2894,35,0.13,2024-06-19T14:00:00,2861,41,0.096,3811,178,0.09,12589,60,0.117,5490,258,0.086,13530,75,0.097
1641,110077,6/19/2024,Kingston Rd / Cromwell Rd / Guildwood Pkwy,-79.20595709,43.74965692,2,13449983,146,14,40443,148,0.044,885,2024-06-19T08:00:00,3206,11,0.059,2024-06-19T16:30:00,3675,23,0.029,608,4,0.026,17752,57,0.044,4517,28,0.038,17566,59,0.046
1642,110040,6/19/2024,Adelaide St E / Sherbourne St,-79.36859751,43.65215733,2,13466341,255,14,18089,3253,0.051,8918,2024-06-19T08:00:00,1240,236,0.061,2024-06-19T16:45:00,1740,550,0.027,3206,1049,0.077,0,22,0,2354,860,0.077,12529,1322,0.039
1643,110030,6/19/2024,Queen St E / Sherbourne St,-79.36945966,43.6545253,2,13465979,257,14,17503,3716,0.058,5801,2024-06-19T07:45:00,1439,360,0.077,2024-06-19T16:45:00,1716,478,0.032,2947,1717,0.088,6821,531,0.042,3412,1142,0.075,4323,326,0.051
1644,110021,6/19/2024,Spadina Rd / Macpherson Ave,-79.40747805,43.67585558,2,13462553,2544,14,11971,582,0.029,2776,2024-06-19T08:00:00,917,52,0.031,2024-06-19T15:30:00,1194,42,0.023,2967,112,0.023,846,57,0.02,5652,254,0.029,2506,159,0.04
1645,110007,6/19/2024,Sherbourne St / Shuter St / Moss Park Trl,-79.37012259,43.65616273,2,13465715,319,14,14138,4656,0.057,4684,2024-06-19T08:00:00,1128,620,0.062,2024-06-19T16:45:00,1339,602,0.03,2958,1476,0.085,3896,1099,0.035,3585,1272,0.069,3699,809,0.044
1646,109912,6/19/2024,Islington Ave / Lake Shore Blvd W / Seventh St,-79.50527458,43.60076195,2,13470452,1325,14,15763,357,0.03,3359,2024-06-19T08:15:00,1312,17,0.048,2024-06-19T18:30:00,1478,33,0.007,3194,25,0.049,5367,141,0.026,1188,26,0.017,6014,165,0.025
1647,109945,6/19/2024,Sherbourne St / Carlton St,-79.37306178,43.66319002,2,13464607,260,14,15547,3679,0.048,8006,2024-06-19T08:00:00,1429,414,0.049,2024-06-19T16:45:00,1364,491,0.024,3053,1313,0.083,4431,590,0.026,3383,1054,0.068,4680,722,0.032
1648,110062,6/18/2024,Lawrence Ave E / Leslie St / Mike Bela Park Trl,-79.3559799,43.73453568,2,13452717,400,14,48572,232,0.035,1047,2024-06-18T08:15:00,5005,10,0.036,2024-06-18T16:45:00,4444,27,0.02,15675,41,0.032,12774,78,0.037,11873,21,0.044,8250,92,0.024
1649,110195,6/18/2024,Carlaw Ave / Commissioners St,-79.3355399,43.65261535,2,13466194,1843,14,10354,1713,0.235,220,2024-06-18T09:00:00,873,65,0.323,2024-06-18T16:15:00,937,179,0.098,2612,57,0.214,3349,537,0.268,34,184,0.118,4359,935,0.223
1650,110041,6/18/2024,Finch Ave E / Leslie St,-79.36806706,43.7900121,2,13444761,868,14,53427,94,0.034,1492,2024-06-18T08:15:00,4669,5,0.037,2024-06-18T16:45:00,4794,6,0.02,10662,12,0.026,15676,31,0.044,12571,19,0.023,14518,32,0.04
1651,110214,6/18/2024,Glenlake Ave / Dundas St W,-79.45365889,43.65992599,2,13465288,,14,14630,589,0.042,2334,2024-06-18T08:00:00,1260,32,0.044,2024-06-18T17:15:00,1311,81,0.024,5975,270,0.044,49,0,0,7732,282,0.044,874,37,0.011
1652,110202,6/18/2024,Strachan Ave / Ordnance St / East Liberty St,-79.41084999,43.63928788,2,20111835,2180,14,22765,3518,0.036,14662,2024-06-18T08:15:00,1698,115,0.043,2024-06-18T18:45:00,1916,416,0.016,8043,1360,0.039,1663,296,0.029,6870,845,0.03,6189,1017,0.039
1653,109874,6/18/2024,Lake Shore Blvd E / Leslie St (North),-79.32843643,43.65923549,2,13465121,206,14,37578,2010,0.08,1425,2024-06-18T07:45:00,2691,47,0.09,2024-06-18T17:00:00,3327,270,0.028,5649,414,0.082,10441,547,0.035,7874,596,0.157,13614,453,0.07
1654,110205,6/18/2024,Havelock St / Dewson St,-79.43044126,43.6555442,2,13465953,,14,378,686,0.058,457,2024-06-18T08:15:00,44,20,0.114,2024-06-18T14:15:00,45,58,0.111,9,186,0,359,270,0.061,10,230,0,0,0,0
1655,110212,6/18/2024,Humberside Ave / Dundas St W,-79.45646075,43.66303066,2,13464808,,14,14068,501,0.047,451,2024-06-18T08:00:00,1228,28,0.055,2024-06-18T17:30:00,1220,58,0.022,5483,253,0.055,0,0,0,7776,214,0.046,809,34,0.009
1656,109858,6/18/2024,Lake Shore Blvd W / Fort York Blvd / Coronation Park Trl,-79.40671434,43.63548093,2,14255079,1917,14,48261,1835,0.037,3062,2024-06-18T07:30:00,3923,71,0.04,2024-06-18T17:00:00,3777,288,0.016,4405,37,0.069,16142,74,0.039,2,216,0,27712,1508,0.031
1657,110024,6/18/2024,Bloor St W / Grace St / Christie St,-79.41883889,43.66348129,2,13464653,322,14,14958,4080,0.031,10346,2024-06-18T08:30:00,1222,176,0.036,2024-06-18T17:15:00,1292,537,0.011,4201,432,0.024,4432,1585,0.034,1,90,0,6324,1973,0.034
1658,109942,6/18/2024,Renforth Dr / Carlingview Dr / International Blvd,-79.59106343,43.67689431,2,13462783,1440,14,27657,29,0.084,369,2024-06-18T08:15:00,2835,1,0.067,2024-06-18T16:15:00,2682,3,0.056,6288,4,0.117,3804,7,0.072,5129,9,0.074,12436,9,0.076
1659,110068,6/18/2024,Runnymede Rd / Annette St,-79.48001518,43.66006013,2,13465319,847,14,18526,1121,0.041,2334,2024-06-18T08:00:00,1643,48,0.046,2024-06-18T17:45:00,1631,131,0.021,5463,208,0.046,4826,365,0.029,4274,204,0.055,3963,344,0.031
1660,110065,6/18/2024,Lawrence Ave W / Jedburgh Rd / Duplex Ave,-79.40561032,43.72438555,2,13454354,421,14,26592,285,0.035,1267,2024-06-18T08:15:00,2325,14,0.04,2024-06-18T16:45:00,2376,42,0.018,2694,128,0.01,10305,37,0.042,2758,93,0.009,10835,27,0.042
1661,110011,6/18/2024,Middlefield Rd / McNicoll Ave / Finch Corridor Trl,-79.26209549,43.82012024,2,13441926,1582,14,27911,197,0.049,473,2024-06-18T08:15:00,2368,13,0.047,2024-06-18T17:00:00,2792,15,0.033,7562,54,0.038,6631,41,0.061,7198,46,0.049,6520,56,0.05
1662,110064,6/18/2024,Dufferin St / Lawrence Ave W,-79.45475113,43.7140869,2,13456031,426,14,43892,228,0.053,6170,2024-06-18T08:15:00,3334,8,0.06,2024-06-18T18:15:00,3469,22,0.032,8296,56,0.058,11955,69,0.046,11446,60,0.053,12195,43,0.055
1663,110063,6/18/2024,Bathurst St / Lawrence Ave W,-79.4297599,43.71927627,2,13455135,423,14,51251,473,0.04,6154,2024-06-18T08:00:00,4307,32,0.045,2024-06-18T17:15:00,4226,64,0.024,11181,142,0.032,13078,77,0.045,13083,151,0.032,13909,103,0.05
1664,110006,6/18/2024,Jane St / Annette St,-79.48812155,43.65826807,2,13465635,522,14,17267,430,0.054,1974,2024-06-18T08:00:00,1437,15,0.051,2024-06-18T17:30:00,1432,60,0.029,6403,62,0.059,3028,161,0.035,6634,84,0.064,1202,123,0.014
1665,110018,6/13/2024,Bloor St W / Aukland Rd,-79.54058059,43.64064441,2,13468356,1516,14,25987,161,0.024,621,2024-06-13T08:00:00,2486,9,0.028,2024-06-13T16:45:00,2400,17,0.016,0,1,0,11247,44,0.018,2320,24,0.061,12420,92,0.024
1666,109883,6/13/2024,Markham Rd / Milner Ave,-79.23705852,43.78955447,2,13444590,1203,14,51388,97,0.081,1961,2024-06-13T08:15:00,3968,3,0.085,2024-06-13T16:45:00,4260,14,0.05,18164,19,0.099,5584,25,0.054,22198,33,0.08,5442,20,0.058
1667,109990,6/12/2024,Rogers Rd / Oakwood Ave,-79.43869377,43.687134,2,13460587,799,14,20621,350,0.043,2767,2024-06-12T08:00:00,1657,26,0.047,2024-06-12T17:00:00,1746,48,0.014,7746,98,0.044,0,13,0,7335,137,0.049,5540,102,0.034
1668,110143,6/12/2024,Allenvale Ave / Lauder Ave (South),-79.44535901,43.69254403,2,13459620,,14,1153,53,0.028,200,2024-06-12T08:00:00,117,4,0.051,2024-06-12T15:00:00,144,7,0.021,981,31,0.023,169,5,0.053,3,15,0,0,2,0
1669,110151,6/12/2024,Oakwood Ave / Earlsdale Ave (South),-79.43802389,43.68544351,2,13460899,,14,14817,199,0.047,787,2024-06-12T08:00:00,1228,20,0.046,2024-06-12T15:30:00,1215,18,0.035,7257,118,0.049,0,0,0,7254,66,0.047,306,15,0.023
1670,110147,6/12/2024,Oakwood Ave / Earlsdale Ave (North),-79.43809058,43.68555479,2,13460884,,14,15466,283,0.047,946,2024-06-12T08:00:00,1269,20,0.047,2024-06-12T15:30:00,1284,26,0.036,6982,97,0.05,1123,87,0.028,7361,99,0.047,0,0,0
1671,110039,6/12/2024,Bloor St W / The East Mall,-79.55670972,43.63692963,2,13468751,792,14,41917,311,0.026,1402,2024-06-12T08:00:00,3486,22,0.033,2024-06-12T17:00:00,4164,23,0.016,6797,76,0.03,11562,61,0.028,9643,98,0.024,13915,76,0.025
1672,110148,6/12/2024,Barrie Ave / Atlas Ave,-79.43101943,43.68139968,2,13461620,,14,1209,106,0.014,619,2024-06-12T08:45:00,96,4,0,2024-06-12T14:45:00,140,9,0.029,234,42,0.013,0,5,0,971,49,0.014,4,10,0
1673,110146,6/12/2024,Cloverlawn Ave / Westmount Ave,-79.44328671,43.68151019,2,13461632,,14,2281,138,0.021,1044,2024-06-12T08:00:00,257,21,0.031,2024-06-12T17:00:00,271,29,0.007,2,10,0.5,401,37,0.027,1152,46,0.015,726,45,0.026
1674,109964,6/12/2024,The West Mall / West Mall Cres,-79.55889998,43.62716187,2,13469504,1340,14,18881,108,0.077,619,2024-06-12T08:30:00,1388,4,0.081,2024-06-12T16:30:00,2012,11,0.046,5261,47,0.028,448,7,0.025,9013,43,0.08,4159,11,0.137
1675,110150,6/12/2024,Jesmond Ave / Oakwood Ave (North),-79.43961029,43.6897789,2,13460098,,14,14347,123,0.045,502,2024-06-12T08:15:00,1133,7,0.054,2024-06-12T17:00:00,1202,17,0.017,6964,66,0.04,0,0,0,7207,57,0.05,176,0,0.04
1676,110154,6/12/2024,Rosecliffe Ave / Lauder Ave,-79.44197311,43.68416057,2,13461136,,14,961,66,0.029,221,2024-06-12T07:45:00,130,8,0.062,2024-06-12T14:15:00,110,7,0.055,762,33,0.03,0,0,0,7,16,0,192,17,0.026
1677,110155,6/12/2024,Alameda Ave / Strader Ave,-79.43870272,43.69404915,2,13459336,,14,1652,70,0.019,164,2024-06-12T08:45:00,131,3,0,2024-06-12T16:00:00,141,6,0.007,1612,41,0.019,0,1,0,33,20,0.03,7,8,0
1678,110153,6/12/2024,Earlsdale Ave / Winona Dr (South),-79.43429719,43.68623737,2,13460760,,14,2239,451,0.017,436,2024-06-12T07:45:00,195,53,0.041,2024-06-12T16:45:00,241,53,0.004,2226,277,0.017,0,0,0,6,141,0,7,33,0
1679,110144,6/12/2024,Jesmond Ave / Oakwood Ave (South),-79.4395493,43.68956253,2,13460145,1528,14,16709,176,0.045,755,2024-06-12T08:00:00,1300,17,0.054,2024-06-12T17:30:00,1439,18,0.014,6931,49,0.042,1624,24,0.089,8154,83,0.038,0,20,0
1680,110152,6/12/2024,Allenvale Ave / Lauder Ave (North),-79.44540459,43.69267883,2,13459597,,14,1050,57,0.017,194,2024-06-12T08:00:00,93,3,0.043,2024-06-12T15:00:00,127,12,0.024,930,36,0.016,0,0,0,31,20,0.032,89,1,0.022
1681,109728,6/11/2024,Finch Ave E / Bridletowne Crcl (East),-79.31231393,43.79748752,2,13443752,1218,14,29975,228,0.043,1549,2024-06-11T08:15:00,2632,15,0.047,2024-06-11T16:45:00,2739,27,0.022,2457,27,0.013,12272,98,0.05,2953,27,0.02,12293,76,0.048
1682,110181,6/11/2024,McCowan Rd / Brimorton Dr,-79.24895831,43.76542154,2,13447827,951,14,27060,83,0.038,761,2024-06-11T08:00:00,2264,11,0.053,2024-06-11T16:45:00,2406,7,0.018,11149,20,0.046,2503,24,0.018,10886,20,0.041,2522,19,0.011
1683,110183,6/11/2024,Brunswick Ave / Barton Ave,-79.40864373,43.66890524,2,13463748,,14,2845,947,0.028,761,2024-06-11T08:15:00,264,141,0.023,2024-06-11T15:15:00,360,66,0.022,793,126,0.032,0,0,0,457,322,0.015,1595,499,0.031
1684,110193,6/11/2024,Islington Ave / Bergamot Ave,-79.55598368,43.71694766,2,13455765,715,14,29681,144,0.042,2114,2024-06-11T08:15:00,2194,8,0.056,2024-06-11T17:00:00,2768,11,0.021,13512,44,0.039,3058,36,0.032,9013,27,0.046,4098,37,0.049
1685,109729,6/11/2024,Finch Ave E / West Highland Creek Trl (West),-79.30918448,43.79822553,2,30000631,,14,25661,12,0.051,179,2024-06-11T08:15:00,2266,1,0.055,2024-06-11T17:30:00,2318,1,0.023,0,0,0,12368,5,0.053,0,0,0,13293,7,0.049
1686,109731,6/11/2024,Finch Ave E / Wayside Ave / Adirondack Gt,-79.29964832,43.80051752,2,13443377,1598,14,26081,175,0.05,858,2024-06-11T08:15:00,2233,18,0.057,2024-06-11T17:15:00,2341,18,0.025,1511,16,0.026,12469,82,0.053,575,12,0.016,11526,65,0.052
1687,109732,6/11/2024,Kennedy Rd / Finch Ave E,-79.29659876,43.80126823,2,13443302,1021,14,49556,253,0.047,4201,2024-06-11T08:15:00,4259,21,0.05,2024-06-11T17:15:00,4497,27,0.022,11598,76,0.042,12133,66,0.053,13977,66,0.04,11848,45,0.052
1688,109836,6/11/2024,The Queensway / Colborne Lodge Dr,-79.45938783,43.63953516,2,13468360,560,14,23577,1584,0.03,1402,2024-06-11T07:45:00,2277,122,0.039,2024-06-11T17:00:00,2341,190,0.012,172,629,0.029,10043,456,0.032,3786,336,0.026,9576,163,0.029
1689,109835,6/11/2024,Parkside Dr / High Park Blvd,-79.4562547,43.64488464,2,13467698,573,14,24693,446,0.03,1797,2024-06-11T07:15:00,1941,37,0.032,2024-06-11T16:30:00,2052,36,0.015,13536,24,0.032,2514,171,0.008,8374,47,0.034,269,204,0.011
1690,110012,6/11/2024,Kennedy Rd / McNicoll Ave,-79.30194537,43.81213689,2,13442363,1586,14,46557,358,0.037,2119,2024-06-11T08:15:00,4071,38,0.036,2024-06-11T17:15:00,4286,26,0.019,12358,85,0.037,11378,148,0.036,11999,62,0.04,10822,63,0.033
1691,109740,6/11/2024,Finch Ave E / Middlefield Rd,-79.25769917,43.80988812,2,13442502,1431,14,31269,189,0.056,2152,2024-06-11T08:15:00,2685,16,0.055,2024-06-11T16:45:00,2960,12,0.031,7745,38,0.043,8728,50,0.057,6581,33,0.062,8215,68,0.064
1692,109733,6/11/2024,Finch Ave E / Milliken Blvd,-79.29429618,43.80181322,2,13443239,1566,14,28174,121,0.052,640,2024-06-11T08:15:00,2209,14,0.067,2024-06-11T17:15:00,2498,9,0.027,3272,4,0.059,12421,101,0.052,0,13,0,12481,3,0.051
1693,109721,6/11/2024,Finch Ave E / Gordon Baker Rd / Hwy 404 N Finch Ave Ramp / Hwy 404 N Ramp,-79.34126191,43.79514756,2,13444088,1181,14,42996,103,0.041,223,2024-06-11T08:00:00,3987,7,0.043,2024-06-11T17:00:00,3916,6,0.023,3364,3,0.035,15566,75,0.043,9746,2,0.034,14320,23,0.045
1694,109739,6/11/2024,Finch Ave E / Sandhurst Crcl (East),-79.26277599,43.80882531,2,13442585,1380,14,21096,85,0.047,1170,2024-06-11T08:15:00,1827,8,0.047,2024-06-11T16:30:00,2032,11,0.029,2527,6,0.013,8321,28,0.053,1545,13,0.018,8703,38,0.055
1695,109723,6/11/2024,Finch Ave E / Cherokee Blvd,-79.33698358,43.79352871,2,13444260,1144,14,33857,130,0.043,1291,2024-06-11T08:00:00,3248,8,0.048,2024-06-11T17:15:00,3031,13,0.023,1900,25,0.017,13908,43,0.047,1516,26,0.019,16533,36,0.044
1696,109725,6/11/2024,Finch Ave E: Birchmount Rd - Wayside Ave,-79.30281274,43.79975043,1,3369767,1734,14,23857,13,0.042,232,2024-06-11T08:15:00,2048,1,0.049,2024-06-11T17:15:00,2145,1,0.014,0,0,0,12013,3,0.035,0,0,0,11844,10,0.05
1697,109726,6/11/2024,Finch Ave E / Bridletowne Crcl (West),-79.31931284,43.79585147,2,13443970,1186,14,31494,222,0.044,2085,2024-06-11T08:15:00,2615,19,0.05,2024-06-11T17:15:00,2958,25,0.021,4027,51,0.019,11758,64,0.053,2351,42,0.02,13358,65,0.048
1698,109727,6/11/2024,Finch Ave E / Warden Ave,-79.31576611,43.79677299,2,13443837,1035,14,41587,278,0.047,8561,2024-06-11T08:15:00,3610,21,0.052,2024-06-11T16:45:00,3795,20,0.026,9489,74,0.036,11787,89,0.054,8740,46,0.039,11571,69,0.053
1699,109737,6/11/2024,Finch Ave E / Sandhurst Crcl (West),-79.27038281,43.8071906,2,13442730,1177,14,24340,238,0.057,3099,2024-06-11T08:15:00,2247,22,0.064,2024-06-11T17:15:00,2334,23,0.03,4079,82,0.024,8269,65,0.07,1720,31,0.02,10272,60,0.065
1700,109735,6/11/2024,Finch Ave E / Alexmuir Blvd / Chartland Blvd S,-79.28215179,43.80464418,2,13442967,1179,14,25039,195,0.052,522,2024-06-11T08:15:00,2226,22,0.058,2024-06-11T17:15:00,2281,14,0.028,1471,33,0.018,11514,88,0.053,805,21,0.02,11249,53,0.058
1701,109961,6/5/2024,Lake Shore Blvd E / Lower Sherbourne St (South),-79.36607315,43.64630373,2,13467311,203,14,28801,1295,0.089,2350,2024-06-05T08:15:00,2360,141,0.096,2024-06-05T17:00:00,2323,175,0.026,1883,671,0.119,10564,33,0.098,58,530,0,16296,61,0.08
1702,109972,6/5/2024,Queens Quay E / Lower Sherbourne St,-79.36542249,43.64518228,2,13467485,2351,14,11566,3558,0.095,5392,2024-06-05T08:15:00,952,376,0.1,2024-06-05T17:30:00,1184,573,0.05,938,568,0.164,5505,1324,0.085,595,74,0.187,4528,1592,0.081
1703,109977,6/5/2024,Vaughan Rd / Oakwood Ave (North),-79.44084489,43.69265445,2,13459587,803,14,24403,253,0.045,2144,2024-06-05T07:45:00,2010,26,0.05,2024-06-05T17:15:00,1962,41,0.02,7561,46,0.049,6007,89,0.035,7113,46,0.058,3722,72,0.031
1704,110031,6/5/2024,York St / Wellington St W,-79.38302958,43.64660511,2,13467303,71,14,11961,920,0.048,32411,2024-06-05T08:15:00,1124,73,0.049,2024-06-05T17:45:00,1036,109,0.021,2,113,0,8424,446,0.044,3535,308,0.058,0,53,0
1705,109753,6/4/2024,Grierson Rd / Allenby Ave,-79.54420962,43.71349174,2,13456313,,14,746,21,0.02,174,2024-06-04T08:15:00,56,2,0.054,2024-06-04T18:00:00,106,2,0,82,3,0.024,210,7,0.01,88,3,0.011,366,8,0.027
1706,110118,6/4/2024,Leduc Dr / Torbolton Dr,-79.5586258,43.71796804,2,13455610,,14,2214,39,0.022,368,2024-06-04T07:45:00,172,1,0.076,2024-06-04T17:15:00,234,3,0.009,209,4,0.048,851,6,0.021,15,2,0,1139,27,0.018
